MOVIES,YEAR,GENRE,RATING,VOTES,RunTime
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.2,"3,465",92.0
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.5,"3,845",92.0
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.8,"5,283",92.0
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.9,"8,813",92.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.2,264,25.0
 Dynasty,(2017– ),"
Drama            ",7.6,166,42.0
 Riverdale,(2017– ),"
Crime, Drama, Mystery            ",7.4,821,41.0
" Tiger King: Murder, Mayhem and Madness",-2020,"
Documentary, Biography, Crime            ",5.1,"1,195",40.0
 Sky Rojo,(2021– ),"
Action, Adventure, Crime            ",6.6,255,32.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",5.1,353,41.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",5.1,303,36.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",5.1,289,38.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",5.0,278,42.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",5.0,272,42.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",4.8,265,38.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",4.8,262,43.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",4.8,269,43.0
 Dynasty,(2017– ),"
Drama            ",7.6,178,42.0
 Dynasty,(2017– ),"
Drama            ",8.0,194,42.0
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",7.7,955,19.0
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",8.1,842,25.0
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",8.2,755,26.0
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",9.2,997,24.0
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",8.1,630,26.0
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",8.4,653,24.0
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",9.7,"1,731",36.0
 A Suitable Boy,(2020– ),"
Drama, Romance            ",6.2,121,58.0
 Middleditch & Schwartz,(2020– ),"
Comedy            ",9.1,513,52.0
 Middleditch & Schwartz,(2020– ),"
Comedy            ",8.4,375,51.0
 Middleditch & Schwartz,(2020– ),"
Comedy            ",8.9,338,51.0
 Into the Night,(2020– ),"
Drama, Sci-Fi, Thriller            ",7.5,969,40.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",7.1,78,29.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",6.9,96,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",6.9,88,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.1,82,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.5,90,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.4,88,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.2,90,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.2,80,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.2,77,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.7,84,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",6.9,75,25.0
 Ghost in the Shell SAC_2045,(2020– ),"
Animation, Action, Crime            ",7.0,76,25.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",7.2,75,27.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",7.3,69,27.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",7.3,66,31.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",7.1,66,24.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",7.2,65,29.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",7.5,66,31.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",8.0,69,33.0
 La casa de las flores,(2018–2020),"
Comedy, Drama            ",8.5,87,35.0
 Halston,-2021,"
Biography, Drama            ",8.0,471,45.0
 Halston,-2021,"
Biography, Drama            ",8.1,460,44.0
 Halston,-2021,"
Biography, Drama            ",7.9,423,49.0
 Halston,-2021,"
Biography, Drama            ",8.1,427,53.0
 Into the Night,(2020– ),"
Drama, Sci-Fi, Thriller            ",7.3,854,38.0
 Into the Night,(2020– ),"
Drama, Sci-Fi, Thriller            ",7.2,799,35.0
 Into the Night,(2020– ),"
Drama, Sci-Fi, Thriller            ",7.6,847,37.0
 Into the Night,(2020– ),"
Drama, Sci-Fi, Thriller            ",7.4,746,37.0
 Into the Night,(2020– ),"
Drama, Sci-Fi, Thriller            ",7.7,836,37.0
 Casi Feliz,(2020– ),"
Comedy            ",6.6,34,24.0
 Casi Feliz,(2020– ),"
Comedy            ",6.7,31,27.0
 Casi Feliz,(2020– ),"
Comedy            ",6.4,35,24.0
 Casi Feliz,(2020– ),"
Comedy            ",6.4,28,21.0
 Casi Feliz,(2020– ),"
Comedy            ",6.7,33,28.0
 Casi Feliz,(2020– ),"
Comedy            ",7.3,26,23.0
 Casi Feliz,(2020– ),"
Comedy            ",7.0,26,25.0
 Casi Feliz,(2020– ),"
Comedy            ",6.7,29,23.0
 Casi Feliz,(2020– ),"
Comedy            ",7.6,26,28.0
 Casi Feliz,(2020– ),"
Comedy            ",6.6,26,22.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.4,95,25.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.0,89,26.0
 Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",3.8,155,41.0
 Jeffrey Epstein: Filthy Rich,-2020,"
Documentary, Crime            ",7.4,828,57.0
 Jeffrey Epstein: Filthy Rich,-2020,"
Documentary, Crime            ",7.5,729,58.0
 Jeffrey Epstein: Filthy Rich,-2020,"
Documentary, Crime            ",7.5,682,55.0
 Jeffrey Epstein: Filthy Rich,-2020,"
Documentary, Crime            ",7.5,646,57.0
 Ju-on: Origins,-2020,"
Drama, Horror, Mystery            ",6.5,346,28.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.2,"1,009",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.5,"1,101",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.1,993,24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.7,"1,262",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.2,"1,025",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.0,"1,001",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.4,"1,045",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.2,989,24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.3,996,24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.5,"1,044",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.6,"1,186",24.0
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.7,"1,434",24.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.2,82,26.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.4,80,25.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.2,80,23.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.6,84,25.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.1,70,25.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.5,76,24.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.7,76,23.0
 Trailer Park Boys: The Animated Series,(2019–2020),"
Animation, Comedy            ",8.5,73,26.0
 Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.5,82,45.0
 Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.5,76,45.0
 Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.8,69,45.0
 Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.7,66,45.0
 Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.8,65,45.0
 Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.7,75,45.0
 Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.9,70,45.0
 Meerkat Manor,(2005–2008),"
Documentary            ",9.0,5,23.0
 Meerkat Manor,(2005–2008),"
Documentary            ",9.2,5,22.0
 Meerkat Manor,(2005–2008),"
Documentary            ",9.6,7,22.0
 Meerkat Manor,(2005–2008),"
Documentary            ",8.4,8,22.0
 Meerkat Manor,(2005–2008),"
Documentary            ",9.4,5,23.0
 Meerkat Manor,(2005–2008),"
Documentary            ",8.2,5,23.0
 Meerkat Manor,(2005–2008),"
Documentary            ",9.2,5,23.0
 Élite,(2018– ),"
Crime, Drama, Thriller            ",7.3,631,53.0
 Élite,(2018– ),"
Crime, Drama, Thriller            ",7.3,684,52.0
 Élite,(2018– ),"
Crime, Drama, Thriller            ",7.3,598,44.0
 Élite,(2018– ),"
Crime, Drama, Thriller            ",7.3,538,49.0
 Élite,(2018– ),"
Crime, Drama, Thriller            ",7.0,552,40.0
 Élite,(2018– ),"
Crime, Drama, Thriller            ",7.4,625,46.0
 Élite,(2018– ),"
Crime, Drama, Thriller            ",7.2,564,46.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.1,148,37.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.3,"4,061",58.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",9.0,"3,906",50.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.9,"3,745",51.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.9,"4,031",51.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.4,"3,807",49.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.2,"3,685",49.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.1,"3,651",54.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.5,"3,619",49.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.2,"3,578",54.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.5,"3,688",58.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.6,"3,614",54.0
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.8,"3,692",51.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.2,70,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.3,66,23.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.0,64,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.1,66,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.4,70,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.3,65,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.8,70,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",8.0,75,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.0,62,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.2,64,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",6.6,65,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.1,64,24.0
 Baki,(2018–2020),"
Animation, Action, Drama            ",7.2,63,24.0
 Lupin,(2021– ),"
Action, Crime, Drama            ",7.7,"2,358",43.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.0,74,25.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",6.8,62,24.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.0,54,25.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",6.9,49,25.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.0,53,27.0
 Selena: The Series,(2020–2021),"
Biography, Drama, Music            ",7.6,128,32.0
 Mr. Iglesias,(2019–2020),"
Comedy            ",7.4,94,28.0
 Mr. Iglesias,(2019–2020),"
Comedy            ",7.4,92,29.0
 Mr. Iglesias,(2019–2020),"
Comedy            ",7.5,90,26.0
 Mr. Iglesias,(2019–2020),"
Comedy            ",6.5,126,28.0
 Mr. Iglesias,(2019–2020),"
Comedy            ",8.1,94,29.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.7,101,34.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.6,94,31.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.6,83,31.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.3,77,34.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.4,71,25.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.4,63,26.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.9,60,27.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",6.7,59,27.0
 Floor Is Lava,(2020– ),"
Game-Show, Reality-TV            ",7.1,57,29.0
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",8.9,"10,984",60.0
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",8.9,"10,755",57.0
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.1,"10,922",64.0
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.4,"11,905",64.0
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.3,"11,525",59.0
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.6,"15,128",69.0
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.7,"20,230",73.0
 Snabba Cash,(2021– ),"
Action, Crime, Drama            ",7.3,156,51.0
 Ju-on: Origins,-2020,"
Drama, Horror, Mystery            ",6.7,314,30.0
 Ju-on: Origins,-2020,"
Drama, Horror, Mystery            ",6.5,290,29.0
 Ju-on: Origins,-2020,"
Drama, Horror, Mystery            ",7.4,292,27.0
 Ju-on: Origins,-2020,"
Drama, Horror, Mystery            ",6.9,266,31.0
 Ju-on: Origins,-2020,"
Drama, Horror, Mystery            ",6.4,265,26.0
 Lupin,(2021– ),"
Action, Crime, Drama            ",7.2,"1,409",43.0
 Lupin,(2021– ),"
Action, Crime, Drama            ",7.3,"1,166",44.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.3,179,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.2,161,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.7,154,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.3,147,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.5,147,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.8,151,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",9.0,158,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.9,143,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.6,143,24.0
 Wizards,-2020,"
Animation, Action, Adventure            ",8.8,167,24.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",6.7,6,39.0
 Tribes of Europa,(2021– ),"
Action, Adventure, Drama            ",6.7,670,49.0
 The Boondocks,(2005–2014),"
Animation, Action, Comedy            ",7.7,169,20.0
 Super Monsters,(2017– ),"
Animation, Adventure, Comedy            ",5.9,38,24.0
 The Rain,(2018–2020),"
Drama, Sci-Fi, Thriller            ",6.8,339,41.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",5.9,81,25.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",7.2,5,38.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",6.5,6,40.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",7.3,6,38.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",7.2,5,39.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",6.9,7,40.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",7.3,7,42.0
 ¡A cantar!,(2020– ),"
Game-Show, Music            ",6.7,7,39.0
 Jurassic World: Camp Cretaceous,(2020– ),"
Animation, Action, Adventure            ",7.1,430,24.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",6.6,53,26.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.5,123,24.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.6,110,24.0
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.7,116,24.0
 Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",8.2,"1,361",50.0
 Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",8.0,"1,177",42.0
 Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",7.7,"1,160",43.0
 Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",7.8,"1,061",40.0
 Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",7.9,"1,012",42.0
 Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",8.5,"1,043",39.0
 Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",8.6,"1,197",54.0
 High Score,-2020,"
Documentary, History            ",7.5,567,46.0
 The Rain,(2018–2020),"
Drama, Sci-Fi, Thriller            ",6.7,310,47.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",6.6,60,25.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",6.7,43,24.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",6.8,40,25.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",6.4,38,25.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",6.8,33,25.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",6.5,36,25.0
 Tiny Creatures,(2020– ),"
Documentary, Short, Drama            ",6.4,33,24.0
 High Score,-2020,"
Documentary, History            ",7.7,497,43.0
 High Score,-2020,"
Documentary, History            ",6.3,520,40.0
 High Score,-2020,"
Documentary, History            ",7.4,420,41.0
 High Score,-2020,"
Documentary, History            ",7.5,392,43.0
 High Score,-2020,"
Documentary, History            ",7.7,374,37.0
 La Línea: La Sombra del Narco,-2020,"
Documentary, Crime            ",7.3,24,30.0
 Unsolved Mysteries,(2020– ),"
Documentary, Crime, Mystery            ",6.8,439,48.0
